"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048545","BP","GO:0048545","response to steroid hormone","10/107","339/18903",2.27098150764229e-05,0.000254952178095532,0.000115034887650854,"672/857/2022/2353/3569/5111/5241/6502/7048/8626",10
"GO:0060419","BP","GO:0060419","heart growth","6/107","102/18903",2.47612843778844e-05,0.00027721724438491,0.000125080926159996,"983/2066/2247/2263/407007/7048",6
"GO:0040013","BP","GO:0040013","negative regulation of locomotion","11/107","419/18903",2.55879368585641e-05,0.000285685097234078,0.0001289016368063,"6347/6387/2022/2247/406913/407006/4286/3084/5468/28984/7070",11
"GO:0046620","BP","GO:0046620","regulation of organ growth","6/107","103/18903",2.61730875271303e-05,0.000290621387186496,0.00013112889983394,"983/2066/2247/2263/407007/7048",6
"GO:0050764","BP","GO:0050764","regulation of phagocytosis","6/107","103/18903",2.61730875271303e-05,0.000290621387186496,0.00013112889983394,"695/6347/948/2624/3458/3553",6
"GO:0070228","BP","GO:0070228","regulation of lymphocyte apoptotic process","5/107","62/18903",2.64834054817029e-05,0.000293265830729266,0.000132322077582465,"9212/695/939/3575/3718",5
"GO:0060537","BP","GO:0060537","muscle tissue development","11/107","422/18903",2.7316252320245e-05,0.000301666438667054,0.000136112447202136,"857/983/2022/2066/2247/2263/2353/407007/3084/5079/7048",11
"GO:0050729","BP","GO:0050729","positive regulation of inflammatory response","7/107","154/18903",2.74113675588302e-05,0.000301896470891832,0.00013621623816141,"695/3458/3553/3569/406913/283131/4792",7
"GO:0042100","BP","GO:0042100","B cell proliferation","6/107","104/18903",2.76489497883321e-05,0.000303690086323734,0.000137025520714864,"695/84433/930/1493/3575/7037",6
"GO:0051256","BP","GO:0051256","mitotic spindle midzone assembly","3/107","11/18903",2.81503081552834e-05,0.000308363483404506,0.000139134165999443,"9212/332/55143",3
"GO:0033522","BP","GO:0033522","histone H2A ubiquitination","4/107","32/18903",3.08825301347312e-05,0.000337383339966526,0.000152227978196666,"580/672/675/5888",4
"GO:0048754","BP","GO:0048754","branching morphogenesis of an epithelial tube","7/107","157/18903",3.10262590781514e-05,0.000338044817409134,0.000152526438024946,"1950/2022/2247/2263/4233/5241/7048",7
"GO:0006469","BP","GO:0006469","negative regulation of protein kinase activity","8/107","216/18903",3.15625923608445e-05,0.000338594479783396,0.000152774446690498,"857/1029/1030/3458/3553/5347/5468/7070",8
"GO:0010725","BP","GO:0010725","regulation of primitive erythrocyte differentiation","2/107","2/18903",3.17432324796934e-05,0.000338594479783396,0.000152774446690498,"2623/2624",2
"GO:0035854","BP","GO:0035854","eosinophil fate commitment","2/107","2/18903",3.17432324796934e-05,0.000338594479783396,0.000152774446690498,"2623/2624",2
"GO:0060529","BP","GO:0060529","squamous basal epithelial stem cell differentiation involved in prostate gland acinus development","2/107","2/18903",3.17432324796934e-05,0.000338594479783396,0.000152774446690498,"2263/8626",2
"GO:1902298","BP","GO:1902298","cell cycle DNA replication maintenance of fidelity","2/107","2/18903",3.17432324796934e-05,0.000338594479783396,0.000152774446690498,"675/5888",2
"GO:1905046","BP","GO:1905046","positive regulation of Schwann cell proliferation involved in axon regeneration","2/107","2/18903",3.17432324796934e-05,0.000338594479783396,0.000152774446690498,"407006/407007",2
"GO:1990426","BP","GO:1990426","mitotic recombination-dependent replication fork processing","2/107","2/18903",3.17432324796934e-05,0.000338594479783396,0.000152774446690498,"675/5888",2
"GO:1990505","BP","GO:1990505","mitotic DNA replication maintenance of fidelity","2/107","2/18903",3.17432324796934e-05,0.000338594479783396,0.000152774446690498,"675/5888",2
"GO:0032613","BP","GO:0032613","interleukin-10 production","5/107","65/18903",3.33528621013155e-05,0.000353906087675577,0.000159683072091498,"695/947/50943/3569/3718",5
"GO:0032653","BP","GO:0032653","regulation of interleukin-10 production","5/107","65/18903",3.33528621013155e-05,0.000353906087675577,0.000159683072091498,"695/947/50943/3569/3718",5
"GO:0051341","BP","GO:0051341","regulation of oxidoreductase activity","6/107","108/18903",3.42366664634086e-05,0.000362338053404408,0.000163487590403667,"857/283120/3458/3553/6521/7015",6
"GO:0051147","BP","GO:0051147","regulation of muscle cell differentiation","7/107","160/18903",3.50246941100501e-05,0.000369715212631802,0.000166816178098995,"1048/2022/2146/2263/407006/407007/3084",7
"GO:0072577","BP","GO:0072577","endothelial cell apoptotic process","5/107","66/18903",3.59252491424211e-05,0.000378238892525387,0.000170662078009538,"6347/2624/406913/28984/7015",5
"GO:0046822","BP","GO:0046822","regulation of nucleocytoplasmic transport","6/107","109/18903",3.60659822800001e-05,0.000378739410816332,0.000170887912775086,"580/948/983/3458/3553/5295",6
"GO:0000022","BP","GO:0000022","mitotic spindle elongation","3/107","12/18903",3.7379134356028e-05,0.000387522454140046,0.000174850837938241,"9212/332/55143",3
"GO:0000727","BP","GO:0000727","double-strand break repair via break-induced replication","3/107","12/18903",3.7379134356028e-05,0.000387522454140046,0.000174850837938241,"8318/8317/4173",3
"GO:0031953","BP","GO:0031953","negative regulation of protein autophosphorylation","3/107","12/18903",3.7379134356028e-05,0.000387522454140046,0.000174850837938241,"857/2022/3725",3
"GO:0090232","BP","GO:0090232","positive regulation of spindle checkpoint","3/107","12/18903",3.7379134356028e-05,0.000387522454140046,0.000174850837938241,"9212/332/55143",3
"GO:0090267","BP","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","3/107","12/18903",3.7379134356028e-05,0.000387522454140046,0.000174850837938241,"9212/332/55143",3
"GO:0001655","BP","GO:0001655","urogenital system development","10/107","360/18903",3.78398540502242e-05,0.000391300679033361,0.000176555579899533,"947/4072/2066/2247/2263/2624/4318/5175/5979/8626",10
"GO:0071222","BP","GO:0071222","cellular response to lipopolysaccharide","8/107","222/18903",3.83533330826537e-05,0.000395603922964224,0.000178497211407915,"6347/948/1440/2623/3553/3569/4792/7431",8
"GO:0007095","BP","GO:0007095","mitotic G2 DNA damage checkpoint signaling","4/107","34/18903",3.9482664315049e-05,0.000405195827718079,0.000182825096323273,"672/983/1111/5347",4
"GO:0045648","BP","GO:0045648","positive regulation of erythrocyte differentiation","4/107","34/18903",3.9482664315049e-05,0.000405195827718079,0.000182825096323273,"2623/2624/407006/407007",4
"GO:0051100","BP","GO:0051100","negative regulation of binding","7/107","164/18903",4.10060626354978e-05,0.000419769870404693,0.000189400930958603,"6790/9212/857/1869/2623/3725/4792",7
"GO:0002366","BP","GO:0002366","leukocyte activation involved in immune response","9/107","293/18903",4.34193871593464e-05,0.000443357762350713,0.000200043830816137,"695/930/50943/2623/2624/3458/3569/3718/7037",9
"GO:0010390","BP","GO:0010390","histone monoubiquitination","4/107","35/18903",4.43836690134586e-05,0.000448385488189997,0.00020231234988266,"580/672/675/5888",4
"GO:0030212","BP","GO:0030212","hyaluronan metabolic process","4/107","35/18903",4.43836690134586e-05,0.000448385488189997,0.00020231234988266,"960/1950/2247/3553",4
"GO:0043276","BP","GO:0043276","anoikis","4/107","35/18903",4.43836690134586e-05,0.000448385488189997,0.00020231234988266,"857/1048/11200/1869",4
"GO:0071425","BP","GO:0071425","hematopoietic stem cell proliferation","4/107","35/18903",4.43836690134586e-05,0.000448385488189997,0.00020231234988266,"675/947/407006/407007",4
"GO:0014015","BP","GO:0014015","positive regulation of gliogenesis","5/107","69/18903",4.45737542393599e-05,0.000448385488189997,0.00020231234988266,"1869/3553/3569/407006/407007",5
"GO:0061180","BP","GO:0061180","mammary gland epithelium development","5/107","69/18903",4.45737542393599e-05,0.000448385488189997,0.00020231234988266,"675/2066/2247/2263/5241",5
"GO:0048639","BP","GO:0048639","positive regulation of developmental growth","7/107","168/18903",4.78018936929461e-05,0.000479671348069464,0.000216428586908674,"983/6387/2066/2247/2263/407007/7048",7
"GO:0002263","BP","GO:0002263","cell activation involved in immune response","9/107","297/18903",4.82281808663583e-05,0.000480851259940269,0.000216960965296299,"695/930/50943/2623/2624/3458/3569/3718/7037",9
"GO:0002664","BP","GO:0002664","regulation of T cell tolerance induction","3/107","13/18903",4.83927572134769e-05,0.000480851259940269,0.000216960965296299,"50943/3559/7048",3
"GO:0090235","BP","GO:0090235","regulation of metaphase plate congression","3/107","13/18903",4.83927572134769e-05,0.000480851259940269,0.000216960965296299,"9212/332/55143",3
"GO:1904995","BP","GO:1904995","negative regulation of leukocyte adhesion to vascular endothelial cell","3/107","13/18903",4.83927572134769e-05,0.000480851259940269,0.000216960965296299,"6387/407006/407007",3
"GO:0001938","BP","GO:0001938","positive regulation of endothelial cell proliferation","6/107","115/18903",4.87589918753003e-05,0.000482132707983505,0.000217539156990071,"6387/1950/2247/2624/3725/406913",6
"GO:0046634","BP","GO:0046634","regulation of alpha-beta T cell activation","6/107","115/18903",4.87589918753003e-05,0.000482132707983505,0.000217539156990071,"84433/50943/3458/3559/3718/7048",6
"GO:0010594","BP","GO:0010594","regulation of endothelial cell migration","8/107","230/18903",4.92711248995911e-05,0.000486014202893054,0.000219290494570996,"1950/2247/2624/4233/406913/407006/5468/28984",8
"GO:0000724","BP","GO:0000724","double-strand break repair via homologous recombination","7/107","169/18903",4.96377194836602e-05,0.000488022398797243,0.000220196596224823,"672/675/8318/8317/1111/4173/5888",7
"GO:0045589","BP","GO:0045589","regulation of regulatory T cell differentiation","4/107","36/18903",4.97148801924357e-05,0.000488022398797243,0.000220196596224823,"1493/2177/50943/3458",4
"GO:0050769","BP","GO:0050769","positive regulation of neurogenesis","8/107","231/18903",5.08019128038358e-05,0.000497491502734431,0.000224469073187779,"6387/1869/2247/3458/3553/3569/407006/407007",8
"GO:0051310","BP","GO:0051310","metaphase plate congression","5/107","71/18903",5.11782123116593e-05,0.000498833414283066,0.000225074546125441,"9212/332/891/113130/55143",5
"GO:0002065","BP","GO:0002065","columnar/cuboidal epithelial cell differentiation","6/107","116/18903",5.11844325187103e-05,0.000498833414283066,0.000225074546125441,"857/2247/2263/2624/5241/8626",6
"GO:0045582","BP","GO:0045582","positive regulation of T cell differentiation","6/107","117/18903",5.37055005795173e-05,0.000522151086974063,0.000235595522562375,"939/50943/3458/3559/3575/7048",6
"GO:0051960","BP","GO:0051960","regulation of nervous system development","11/107","456/18903",5.51628628700652e-05,0.000535040273756432,0.000241411147141448,"1030/6387/1869/2146/2247/3458/3553/3569/407006/407007/7070",11
"GO:0070229","BP","GO:0070229","negative regulation of lymphocyte apoptotic process","4/107","37/18903",5.54989965608321e-05,0.000537018861960051,0.000242303889746791,"9212/939/3575/3718",4
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","8/107","234/18903",5.56342915748814e-05,0.000537049313444936,0.000242317629512297,"6347/948/1440/2623/3553/3569/4792/7431",8
"GO:0002718","BP","GO:0002718","regulation of cytokine production involved in immune response","6/107","118/18903",5.63249570971904e-05,0.000542428022850668,0.000244744513004005,"695/948/50943/3553/3569/3718",6
"GO:0000725","BP","GO:0000725","recombinational repair","7/107","173/18903",5.75690199119752e-05,0.000553098101471081,0.000249558871933957,"672/675/8318/8317/1111/4173/5888",7
"GO:0021700","BP","GO:0021700","developmental maturation","9/107","304/18903",5.77285038768857e-05,0.000553322263574678,0.00024966001428385,"6790/675/695/991/1080/2624/5241/5468/5979",9
"GO:0150076","BP","GO:0150076","neuroinflammatory response","5/107","73/18903",5.85146061871846e-05,0.000559537316575808,0.000252464257530838,"3458/3553/3569/3725/4318",5
"GO:0046631","BP","GO:0046631","alpha-beta T cell activation","7/107","174/18903",5.97058718417257e-05,0.000569588411184914,0.000256999329746198,"84433/50943/3458/3559/3569/3718/7048",7
"GO:0034504","BP","GO:0034504","protein localization to nucleus","9/107","306/18903",6.07164578011717e-05,0.000576522627345705,0.000260128060722187,"580/948/983/3458/4792/5295/5347/7015/7037",9
"GO:0071375","BP","GO:0071375","cellular response to peptide hormone stimulus","9/107","306/18903",6.07164578011717e-05,0.000576522627345705,0.000260128060722187,"857/890/990/2353/3553/3718/3973/5295/5468",9
"GO:0051231","BP","GO:0051231","spindle elongation","3/107","14/18903",6.13371960555796e-05,0.000579707825046222,0.000261565227732728,"9212/332/55143",3
"GO:0051255","BP","GO:0051255","spindle midzone assembly","3/107","14/18903",6.13371960555796e-05,0.000579707825046222,0.000261565227732728,"9212/332/55143",3
"GO:0006270","BP","GO:0006270","DNA replication initiation","4/107","38/18903",6.17591110689549e-05,0.00058203933489904,0.000262617209229726,"898/8318/990/4173",4
"GO:0002367","BP","GO:0002367","cytokine production involved in immune response","6/107","120/18903",6.1870323001079e-05,0.00058203933489904,0.000262617209229726,"695/948/50943/3553/3569/3718",6
"GO:0002443","BP","GO:0002443","leukocyte mediated immunity","11/107","463/18903",6.3237202113411e-05,0.000593524224916634,0.000267799212547859,"695/930/939/50943/2623/2624/3553/3569/3575/3718/7037",11
"GO:0030301","BP","GO:0030301","cholesterol transport","6/107","121/18903",6.48019983545379e-05,0.00060680949611254,0.000273793551136563,"857/948/1080/1950/4792/5468",6
"GO:0033673","BP","GO:0033673","negative regulation of kinase activity","8/107","240/18903",6.64534701726698e-05,0.000620843454670644,0.00028012569882829,"857/1029/1030/3458/3553/5347/5468/7070",8
"GO:0071901","BP","GO:0071901","negative regulation of protein serine/threonine kinase activity","6/107","122/18903",6.78435944446287e-05,0.000632376990419658,0.000285329651189143,"857/1029/1030/3553/5347/5468",6
"GO:0048738","BP","GO:0048738","cardiac muscle tissue development","8/107","241/18903",6.84163278525776e-05,0.000635753397928284,0.000286853092413767,"983/2022/2066/2247/2263/407007/3084/7048",8
"GO:0045066","BP","GO:0045066","regulatory T cell differentiation","4/107","39/18903",6.85186979066409e-05,0.000635753397928284,0.000286853092413767,"1493/2177/50943/3458",4
"GO:0022612","BP","GO:0022612","gland morphogenesis","6/107","123/18903",7.09981172349704e-05,0.000655764428279363,0.000295882105797413,"857/2263/3569/5241/7048/8626",6
"GO:0071482","BP","GO:0071482","cellular response to light stimulus","6/107","123/18903",7.09981172349704e-05,0.000655764428279363,0.000295882105797413,"9212/993/1111/4318/5111/5295",6
"GO:0002534","BP","GO:0002534","cytokine production involved in inflammatory response","5/107","77/18903",7.56033234116564e-05,0.000692264497013099,0.000312351003366354,"2146/283120/3569/407006/407007",5
"GO:1900015","BP","GO:1900015","regulation of cytokine production involved in inflammatory response","5/107","77/18903",7.56033234116564e-05,0.000692264497013099,0.000312351003366354,"2146/283120/3569/407006/407007",5
"GO:0032965","BP","GO:0032965","regulation of collagen biosynthetic process","4/107","40/18903",7.58015996975465e-05,0.000692264497013099,0.000312351003366354,"2022/3569/28984/7431",4
"GO:0045740","BP","GO:0045740","positive regulation of DNA replication","4/107","40/18903",7.58015996975465e-05,0.000692264497013099,0.000312351003366354,"8317/983/1950/5111",4
"GO:1904994","BP","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","4/107","40/18903",7.58015996975465e-05,0.000692264497013099,0.000312351003366354,"6387/3569/407006/407007",4
"GO:0002517","BP","GO:0002517","T cell tolerance induction","3/107","15/18903",7.63558928768533e-05,0.000694206596535866,0.00031322728221236,"50943/3559/7048",3
"GO:0034116","BP","GO:0034116","positive regulation of heterotypic cell-cell adhesion","3/107","15/18903",7.63558928768533e-05,0.000694206596535866,0.00031322728221236,"960/3553/7070",3
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","7/107","182/18903",7.92501420277382e-05,0.000718912002680197,0.00032437440651391,"695/50943/3553/3569/3575/3718/7037",7
"GO:0048863","BP","GO:0048863","stem cell differentiation","8/107","248/18903",8.3552441338168e-05,0.000756251941198919,0.000341222254861303,"4072/2066/2146/2247/2263/3084/5979/8626",8
"GO:0032640","BP","GO:0032640","tumor necrosis factor production","7/107","184/18903",8.4874151541729e-05,0.000763116265189351,0.00034431945036258,"695/947/948/50943/3458/3569/5295",7
